CIPDESC,INSTNM,MD_EARN_WNE
"Psychology, General.",Illinois Wesleyan University,29000
"Psychology, General.",Husson University,26600
"Psychology, General.",Indiana State University,25900
"Psychology, General.",Inter American University of Puerto Rico - San German Campus,12800
"Psychology, General.",Immaculata University,26000
"Psychology, General.",Indiana University-Southeast,29600
"Psychology, General.",Indiana University-South Bend,31400
"Psychology, General.",Indiana University-Purdue University-Indianapolis,30900
"Psychology, General.",Indiana Wesleyan University-Marion,29900
"Psychology, General.",Indiana University-Kokomo,27700
"Psychology, General.",Indiana University-East,23200
"Psychology, General.",Indiana University-Bloomington,30600
"Psychology, General.",Indiana University of Pennsylvania-Main Campus,23800
"Psychology, General.",Indiana University-Northwest,24000
"Psychology, Other.",University of Denver,40000
"Psychology, Other.",University of La Verne,53200
"Psychology, Other.",University of Phoenix-Arizona,35600
"Psychology, Other.",University of Phoenix-California,35600
"Psychology, Other.",University of Phoenix-Hawaii,35600
"Psychology, Other.",University of Phoenix-Michigan,35600
"Psychology, Other.",University of Phoenix-Texas,35600
"Psychology, Other.",University of South Florida-Main Campus,41100
"Psychology, Other.",University of California-Davis,29400
"Psychology, Other.",Westfield State University,59900
"Psychology, Other.",University of Phoenix-Georgia,35600
"Psychology, Other.",The Sage Colleges,47300
"Psychology, Other.",University of Phoenix-Florida,35600
"Psychology, Other.",The Chicago School of Professional Psychology at Los Angeles,57800
"Psychology, Other.",The Chicago School of Professional Psychology at Washington DC,57800
"Psychology, Other.",Azusa Pacific University,45150
"Psychology, Other.",California State University-Dominguez Hills,28500
"Psychology, Other.",Grand Canyon University,41300
"Psychology, Other.",Marist College,34500
"Psychology, Other.",Capella University,38200
"Psychology, Other.",Northwestern University,34300
"Psychology, Other.",Sacred Heart University,45200
"Psychology, Other.",San Jose State University,35600
"Psychology, Other.",Sojourner-Douglass College,32200
"Psychology, Other.",The Chicago School of Professional Psychology at Chicago,57800
"Psychology, Other.",Montreat College,26600
"Public Administration and Social Service Professions, Other.",Troy University,26400
"Public Administration and Social Service Professions, Other.",University of Virginia-Main Campus,54400
"Public Administration and Social Service Professions, Other.",University of Southern California,138400
"Public Administration and Social Service Professions, Other.",University of California-Davis,33100
"Public Administration and Social Service Professions, Other.",Universidad Ana G. Mendez-Carolina Campus,35200
"Public Administration and Social Service Professions, Other.",SUNY Empire State College,49600
"Public Administration and Social Service Professions, Other.",Northeastern Illinois University,41900
"Public Administration and Social Service Professions, Other.",Missouri State University-Springfield,41800
"Public Administration and Social Service Professions, Other.",Jacksonville State University,49100
"Public Administration and Social Service Professions, Other.",Community College of Vermont,27300
"Public Administration and Social Service Professions, Other.",Capella University,50200
"Public Administration and Social Service Professions, Other.",California State University-Fullerton,59600
Public Administration.,The University of Texas Rio Grande Valley,47100
Public Administration.,Strayer University-West Virginia,44500
Public Administration.,The University of Montana,42400
Public Administration.,The Evergreen State College,51100
Public Administration.,The College of New Rochelle,40000
Public Administration.,Texas Southern University,41000
Public Administration.,The University of Texas at Arlington,54400
Public Administration.,Texas A & M University-College Station,44000
Public Administration.,Syracuse University,49300
Public Administration.,Suffolk University,59400
Public Administration.,Texas State University,45350
Public Administration.,The University of Texas at Dallas,51400
Public Administration.,University of Georgia,45200
Public Administration.,The University of Texas at San Antonio,37350
Public Administration.,Troy University,51100
Public Administration.,University of Akron Main Campus,32400
Public Administration.,University of Alabama at Birmingham,42500
Public Administration.,University of Arizona,39600
Public Administration.,University of Baltimore,55500
Public Administration.,University of Central Florida,39000
Public Administration.,University of Colorado Colorado Springs,43500
Public Administration.,University of Colorado Denver/Anschutz Medical Campus,51600
Public Administration.,University of Connecticut,54300
Public Administration.,Strayer University-Virginia,44500
Public Administration.,University of Hawaii at Manoa,52300
Public Administration.,The University of Texas at El Paso,45500
Public Administration.,Strayer University-Texas,44500
Public Administration.,Strayer University-Delaware,44500
Public Administration.,Strayer University-South Carolina,44500
Public Administration.,San Francisco State University,73700
Public Administration.,Seattle University,59700
Public Administration.,Seton Hall University,49300
Public Administration.,Sojourner-Douglass College,41500
Public Administration.,South University-Columbia,39000
Public Administration.,South University-Montgomery,39000
Public Administration.,South University-Savannah,39000
Public Administration.,South UniversitySavannah Online,39000
Public Administration.,South UniversityVirginia Beach,39000
Public Administration.,Southern Illinois University-Carbondale,40500
Public Administration.,Southern Illinois University-Edwardsville,41300
Public Administration.,Southern Technical College,30800
Public Administration.,Strayer University-Tennessee,44500
Public Administration.,Southern University and A & M College,41200
Public Administration.,Strayer University-Alabama,44500
Public Administration.,Strayer University-Arkansas,44500
Public Administration.,University of Hawaii-West Oahu,34800
Public Administration.,Strayer University-District of Columbia,44500
Public Administration.,Strayer University-Florida,44500
Public Administration.,Strayer University-Georgia,44500
Public Administration.,Strayer University-Global Region,44500
Public Administration.,Strayer University-Maryland,44500
Public Administration.,Strayer University-Mississippi,44500
Public Administration.,Strayer University-New Jersey,44500
Public Administration.,Strayer University-North Carolina,44500
Public Administration.,Strayer University-Pennsylvania,44500
Public Administration.,Southern Utah University,44800
Public Administration.,University of Illinois at Chicago,46600
Public Administration.,University of Nebraska at Omaha,55000
Public Administration.,University of Kansas,40200
Public Administration.,University of Phoenix-Oklahoma,52700
Public Administration.,University of Phoenix-Tennessee,52700
Public Administration.,University of Phoenix-Texas,49800
Public Administration.,University of Phoenix-Utah,52700
Public Administration.,University of Phoenix-Virginia,49800
Public Administration.,University of Phoenix-Washington,52700
Public Administration.,University of Pittsburgh-Pittsburgh Campus,48100
Public Administration.,University of Rhode Island,54700
Public Administration.,University of San Francisco,79900
Public Administration.,University of South Dakota,63100
Public Administration.,University of South Florida-Main Campus,50300
Public Administration.,University of Southern California,66500
Public Administration.,University of Washington-Seattle Campus,52200
Public Administration.,University of Wisconsin-Green Bay,34100
Public Administration.,University of Wisconsin-La Crosse,29800
Public Administration.,Upper Iowa University,53800
Public Administration.,Valdosta State University,42900
Public Administration.,Villanova University,62000
Public Administration.,Virginia Commonwealth University,49100
Public Administration.,Virginia Polytechnic Institute and State University,70100
Public Administration.,Walden University,58700
Public Administration.,Western Carolina University,45600
